curves
7143	2	(-6.2557499999999999, 53.348999999999997) (-6.2557499999999999, 53.348999999999997)
1199	1	(-6.3732600000000001, 53.286099999999998)
6995	3	(-6.2273199999999997, 53.368600000000001) (-6.2273199999999997, 53.368499999999997) (-6.2273199999999997, 53.368499999999997)
1631	2	(-6.2652199999999993, 53.353400000000001) (-6.2679300000000007, 53.354599999999998)
6122	3	(-6.25427, 53.333599999999997) (-6.2522699999999993, 53.331699999999998) (-6.2741400000000001, 53.386299999999999)
6555	3	(-6.27745, 53.3461) (-6.2755800000000006, 53.343699999999998) (-6.2511299999999999, 53.349899999999998)
5707	2	(-6.3965199999999998, 53.353499999999997) (-6.3956099999999996, 53.3523)
2620	3	(-6.2187999999999999, 53.375599999999999) (-6.2198799999999999, 53.374400000000001) (-6.2162800000000002, 53.384300000000003)
3932	3	(-6.1361999999999997, 53.1691) (-6.1365800000000004, 53.169800000000002) (-6.1364700000000001, 53.170400000000001)
7220	1	(-6.1058199999999996, 53.203600000000002)
3557	6	(-6.2575799999999999, 53.357300000000002) (-6.2575799999999999, 53.357300000000002) (-6.2582000000000004, 53.357199999999999) (-6.2585300000000004, 53.356999999999999) (-6.2585300000000004, 53.356999999999999) (-6.2585300000000004, 53.356999999999999)
2936	1	(-6.4271699999999994, 53.290799999999997)
6941	2	(-6.3312800000000005, 53.3215) (-6.3312800000000005, 53.3215)
6628	1	(-6.1938300000000002, 53.235900000000001)
3312	1	(-6.1375299999999999, 53.292900000000003)
6320	1	(-6.2953000000000001, 53.353999999999999)
6056	2	(-6.3903699999999999, 53.409700000000001) (-6.3903699999999999, 53.409700000000001)
6620	6	(-6.1348599999999998, 53.294800000000002) (-6.1348599999999998, 53.294800000000002) (-6.1358699999999997, 53.292400000000001) (-6.1358699999999997, 53.292400000000001) (-6.1938500000000003, 53.235900000000001) (-6.1938500000000003, 53.235900000000001)
421	1	(-6.1235599999999994, 53.233199999999997)
4301	1	(-6.2577800000000003, 53.349299999999999)
1114	2	(-6.3130499999999996, 53.424799999999998) (-6.3054800000000002, 53.424500000000002)
3362	1	(-6.2478699999999998, 53.271900000000002)
4139	3	(-6.2207800000000004, 53.457700000000003) (-6.2205199999999996, 53.458300000000001) (-6.2201500000000003, 53.458999999999996)
5234	4	(-6.1345900000000002, 53.294699999999999) (-6.1369800000000003, 53.2926) (-6.1392800000000003, 53.293599999999998) (-6.1344500000000002, 53.293799999999997)
4358	7	(-6.3284699999999994, 53.377299999999998) (-6.3231800000000007, 53.3765) (-6.3231800000000007, 53.3765) (-6.3231800000000007, 53.3765) (-6.3231800000000007, 53.3765) (-6.31379, 53.375700000000002) (-6.3247300000000006, 53.376199999999997)
6424	1	(-6.2976800000000006, 53.351599999999998)
1615	2	(-6.2757699999999996, 53.406300000000002) (-6.2502599999999999, 53.332999999999998)
2425	3	(-6.2619800000000003, 53.313299999999998) (-6.2619800000000003, 53.313299999999998) (-6.2619800000000003, 53.313299999999998)
3254	3	(-6.2976599999999996, 53.351599999999998) (-6.2971000000000004, 53.351100000000002) (-6.2971000000000004, 53.351100000000002)
3034	3	(-6.2985300000000004, 53.389600000000002) (-6.2987800000000007, 53.391300000000001) (-6.2983799999999999, 53.389699999999998)
3954	5	(-6.2928199999999999, 53.346899999999998) (-6.2920000000000007, 53.346699999999998) (-6.2919800000000006, 53.346699999999998) (-6.2919800000000006, 53.346699999999998) (-6.2919800000000006, 53.346699999999998)
613	9	(-6.3208699999999993, 53.296799999999998) (-6.3239000000000001, 53.2958) (-6.3258300000000007, 53.298299999999998) (-6.3236699999999999, 53.301099999999998) (-6.3220499999999999, 53.3035) (-6.3220499999999999, 53.3035) (-6.3220499999999999, 53.3035) (-6.3220499999999999, 53.3035) (-6.3245800000000001, 53.296100000000003)
482	1	(-6.1368300000000007, 53.167400000000001)
5019	3	(-6.2643000000000004, 53.329900000000002) (-6.2647000000000004, 53.332099999999997) (-6.3311500000000001, 53.2774)
3463	1	(-6.2561200000000001, 53.348100000000002)
7024	4	(-6.3232499999999998, 53.3247) (-6.3232499999999998, 53.3247) (-6.3183499999999997, 53.325000000000003) (-6.2765000000000004, 53.3431)
4334	3	(-6.2576999999999998, 53.349200000000003) (-6.2571199999999996, 53.347999999999999) (-6.2571000000000003, 53.348100000000002)
4707	1	(-6.2600600000000002, 53.349800000000002)
2374	1	(-6.2637, 53.315399999999997)
6468	1	(-6.1346999999999996, 53.294800000000002)
5977	1	(-6.1965199999999996, 53.359099999999998)
5152	8	(-6.2559199999999997, 53.348999999999997) (-6.2559300000000002, 53.348999999999997) (-6.2555500000000004, 53.3491) (-6.2555500000000004, 53.349200000000003) (-6.2555500000000004, 53.349200000000003) (-6.2555500000000004, 53.349200000000003) (-6.2554600000000002, 53.3491) (-6.2555500000000004, 53.349200000000003)
1331	2	(-6.2179099999999998, 53.305500000000002) (-6.2188499999999998, 53.305100000000003)
7231	3	(-6.4192499999999999, 53.420499999999997) (-6.4248699999999994, 53.412300000000002) (-6.4179999999999993, 53.417900000000003)
6044	1	(-6.2051499999999997, 53.364899999999999)
1498	4	(-6.27766, 53.418100000000003) (-6.2670300000000001, 53.417200000000001) (-6.26553, 53.415700000000001) (-6.26553, 53.415700000000001)
3184	1	(-6.1339899999999998, 53.294499999999999)
6672	5	(-6.1064300000000005, 53.493099999999998) (-6.1064300000000005, 53.493099999999998) (-6.1129100000000003, 53.487699999999997) (-6.1129100000000003, 53.487699999999997) (-6.1092500000000003, 53.493699999999997)
6980	3	(-6.2274199999999995, 53.368499999999997) (-6.2274199999999995, 53.368600000000001) (-6.2274199999999995, 53.368600000000001)
2596	1	(-6.2778, 53.416800000000002)
3449	6	(-6.2556500000000002, 53.348100000000002) (-6.2556500000000002, 53.348100000000002) (-6.2556500000000002, 53.348100000000002) (-6.2556699999999994, 53.348100000000002) (-6.2556699999999994, 53.348100000000002) (-6.2556699999999994, 53.348100000000002)
6873	1	(-6.2040199999999999, 53.2971)
7067	3	(-6.1827500000000004, 53.396599999999999) (-6.1827500000000004, 53.396599999999999) (-6.1827500000000004, 53.396599999999999)
3668	10	(-6.2639800000000001, 53.313999999999993) (-6.2639800000000001, 53.313999999999993) (-6.2639800000000001, 53.313999999999993) (-6.2639800000000001, 53.313999999999993) (-6.2639800000000001, 53.313999999999993) (-6.2639800000000001, 53.313999999999993) (-6.2639800000000001, 53.313999999999993) (-6.2612500000000004, 53.313299999999998) (-6.2589600000000001, 53.316200000000002) (-6.2639899999999997, 53.313899999999997)
6633	1	(-6.1938199999999997, 53.235799999999998)
5124	1	(-6.2559300000000002, 53.348999999999997)
3906	1	(-6.1353499999999999, 53.168700000000001)
3492	1	(-6.4749699999999999, 53.419499999999999)
4809	1	(-6.4272900000000002, 53.290799999999997)
5404	3	(-6.3723999999999998, 53.285600000000002) (-6.3723999999999998, 53.285600000000002) (-6.3724300000000005, 53.285600000000002)
3083	1	(-6.2417199999999999, 53.427799999999998)
2653	5	(-6.2465000000000002, 53.287599999999998) (-6.2457000000000003, 53.284399999999998) (-6.2444899999999999, 53.280500000000004) (-6.2478099999999994, 53.277299999999997) (-6.2576199999999993, 53.292099999999998)
4226	1	(-6.3229100000000003, 53.302)
4008	6	(-6.2506199999999996, 53.339500000000001) (-6.2506699999999995, 53.339500000000001) (-6.25068, 53.339500000000001) (-6.2506699999999995, 53.339500000000001) (-6.2506699999999995, 53.339500000000001) (-6.2506699999999995, 53.339500000000001)
3727	2	(-6.2122299999999999, 53.324300000000001) (-6.2089800000000004, 53.329799999999999)
6489	3	(-6.2491300000000001, 53.389899999999997) (-6.2463300000000004, 53.389800000000001) (-6.2598900000000004, 53.391800000000003)
1346	4	(-6.2914199999999996, 53.287599999999998) (-6.2914199999999996, 53.287599999999998) (-6.2951800000000002, 53.284799999999997) (-6.2486300000000004, 53.343999999999994)
2567	5	(-6.2576999999999998, 53.349200000000003) (-6.2282500000000001, 53.3643) (-6.2282500000000001, 53.3643) (-6.2263000000000002, 53.364899999999999) (-6.2560500000000001, 53.348999999999997)
1643	3	(-6.2588200000000001, 53.3431) (-6.2603300000000006, 53.343699999999998) (-6.2502599999999999, 53.332999999999998)
3163	4	(-6.2976599999999996, 53.351599999999998) (-6.2978199999999998, 53.352400000000003) (-6.2978199999999998, 53.352400000000003) (-6.2976800000000006, 53.351599999999998)
4768	7	(-6.2583299999999999, 53.357100000000003) (-6.2582800000000001, 53.357100000000003) (-6.2582800000000001, 53.357100000000003) (-6.2583000000000002, 53.357100000000003) (-6.2582699999999996, 53.357100000000003) (-6.2582800000000001, 53.357199999999999) (-6.2582800000000001, 53.357199999999999)
5585	2	(-6.3781699999999999, 53.419199999999996) (-6.3781699999999999, 53.419199999999996)
2491	1	(-6.2921199999999997, 53.346699999999998)
6618	5	(-6.1350699999999998, 53.294899999999998) (-6.1349999999999998, 53.295000000000002) (-6.1349999999999998, 53.295000000000002) (-6.1349999999999998, 53.295000000000002) (-6.1349999999999998, 53.295000000000002)
477	1	(-6.2950699999999999, 53.346600000000002)
2468	1	(-6.2921199999999997, 53.346699999999998)
1219	3	(-6.2565, 53.348100000000002) (-6.2565, 53.348100000000002) (-6.2565, 53.348100000000002)
2576	1	(-6.2577499999999997, 53.3491)
3272	4	(-6.2914500000000002, 53.356400000000001) (-6.2880599999999998, 53.357399999999998) (-6.2880599999999998, 53.357399999999998) (-6.2847200000000001, 53.3581)
4652	1	(-6.44604, 53.328699999999998)
219	2	(-6.2295199999999999, 53.4251) (-6.2295199999999999, 53.4251)
5970	3	(-6.2571699999999995, 53.348799999999997) (-6.2571699999999995, 53.348799999999997) (-6.2571699999999995, 53.348799999999997)
1332	10	(-6.2188499999999998, 53.305100000000003) (-6.2188499999999998, 53.305100000000003) (-6.2188499999999998, 53.305100000000003) (-6.2188499999999998, 53.305100000000003) (-6.2188499999999998, 53.305100000000003) (-6.2188499999999998, 53.305100000000003) (-6.2188499999999998, 53.305100000000003) (-6.2179099999999998, 53.305500000000002) (-6.2179099999999998, 53.305500000000002) (-6.2180499999999999, 53.305500000000002)
5702	2	(-6.3955000000000002, 53.351700000000001) (-6.3956099999999996, 53.3523)
3486	9	(-6.39175, 53.394100000000002) (-6.39175, 53.394100000000002) (-6.39175, 53.394100000000002) (-6.39175, 53.394100000000002) (-6.39175, 53.394100000000002) (-6.39175, 53.394100000000002) (-6.39175, 53.394100000000002) (-6.39175, 53.394100000000002) (-6.39175, 53.394100000000002)
1800	3	(-6.3343800000000003, 53.306999999999995) (-6.3345699999999994, 53.306699999999999) (-6.3345699999999994, 53.306699999999999)
4835	2	(-6.1861499999999996, 53.359699999999997) (-6.1856900000000001, 53.3598)
7034	3	(-6.3313300000000003, 53.3215) (-6.3313300000000003, 53.3215) (-6.3313300000000003, 53.3215)
2804	4	(-6.2662699999999996, 53.397500000000001) (-6.2662699999999996, 53.397500000000001) (-6.2662699999999996, 53.397500000000001) (-6.2587000000000002, 53.394399999999997)
4169	3	(-6.2489499999999998, 53.343999999999994) (-6.24892, 53.344099999999997) (-6.2527300000000006, 53.344799999999999)
1519	6	(-6.2581800000000003, 53.357199999999999) (-6.2581800000000003, 53.357199999999999) (-6.2581699999999998, 53.357199999999999) (-6.2581699999999998, 53.357199999999999) (-6.25875, 53.356900000000003) (-6.25875, 53.356900000000003)
5412	5	(-6.2727699999999995, 53.395499999999998) (-6.2743199999999995, 53.396099999999997) (-6.2743199999999995, 53.396099999999997) (-6.2743199999999995, 53.396099999999997) (-6.2588400000000002, 53.394500000000001)
6652	1	(-6.3922400000000001, 53.393900000000002)
3402	3	(-6.1199699999999995, 53.188999999999993) (-6.1199500000000002, 53.188999999999993) (-6.1199500000000002, 53.188999999999993)
6556	4	(-6.27766, 53.3461) (-6.2756999999999996, 53.343699999999998) (-6.2702499999999999, 53.343299999999999) (-6.2511299999999999, 53.349899999999998)
6341	1	(-6.2593300000000003, 53.343200000000003)
3443	1	(-6.2553999999999998, 53.348199999999999)
4470	3	(-6.3667699999999998, 53.340200000000003) (-6.3667699999999998, 53.340200000000003) (-6.3667699999999998, 53.340200000000003)
6653	1	(-6.3958900000000005, 53.393099999999997)
887	1	(-6.25115, 53.339599999999997)
4415	1	(-6.4641800000000007, 53.350700000000003)
6127	4	(-6.2168199999999993, 53.276200000000003) (-6.2168199999999993, 53.276200000000003) (-6.2168199999999993, 53.276200000000003) (-6.20777, 53.276699999999998)
329	1	(-6.2537799999999999, 53.349800000000002)
6245	2	(-6.1542699999999995, 53.389800000000001) (-6.1538599999999999, 53.389600000000002)
5475	2	(-6.4016500000000001, 53.2791) (-6.4016500000000001, 53.2791)
6304	1	(-6.29718, 53.351199999999999)
5102	1	(-6.2465199999999994, 53.339399999999998)
4929	1	(-6.2180300000000006, 53.305500000000002)
3426	1	(-6.2567300000000001, 53.347999999999999)
2637	3	(-6.2358500000000001, 53.380200000000002) (-6.2331799999999999, 53.379199999999997) (-6.2146300000000005, 53.385599999999997)
6877	2	(-6.2180499999999999, 53.305500000000002) (-6.2180300000000006, 53.305500000000002)
4705	2	(-6.2588499999999998, 53.356999999999999) (-6.2585600000000001, 53.356999999999999)
1099	8	(-6.2637900000000002, 53.352400000000003) (-6.2637900000000002, 53.352400000000003) (-6.2655699999999994, 53.3536) (-6.2655699999999994, 53.3536) (-6.2655699999999994, 53.3536) (-6.2655699999999994, 53.3536) (-6.2664, 53.354700000000001) (-6.2619199999999999, 53.352400000000003)
256	10	(-6.2489800000000004, 53.338799999999999) (-6.2482199999999999, 53.339700000000001) (-6.2478300000000004, 53.3401) (-6.2500599999999995, 53.340899999999998) (-6.2522800000000007, 53.341700000000003) (-6.2505800000000002, 53.342100000000002) (-6.2505800000000002, 53.342100000000002) (-6.2505800000000002, 53.342100000000002) (-6.2496900000000002, 53.343499999999999) (-6.2509699999999997, 53.344499999999996)
802	1	(-6.1012500000000003, 53.204700000000003)
1496	8	(-6.2766599999999997, 53.399999999999999) (-6.2767400000000002, 53.400100000000002) (-6.27597, 53.3994) (-6.2729999999999997, 53.398400000000002) (-6.2703300000000004, 53.398000000000003) (-6.26783, 53.3979) (-6.2647300000000001, 53.396999999999998) (-6.2647500000000003, 53.396999999999998)
1868	1	(-6.15123, 53.391999999999996)
2034	1	(-6.3345699999999994, 53.306699999999999)
3904	1	(-6.1337699999999993, 53.167299999999997)
6437	1	(-6.2975500000000002, 53.351599999999998)
4353	7	(-6.3256800000000002, 53.376600000000003) (-6.3317899999999998, 53.377400000000002) (-6.3233499999999996, 53.3765) (-6.3137699999999999, 53.375700000000002) (-6.3137699999999999, 53.375700000000002) (-6.3137699999999999, 53.375700000000002) (-6.3161500000000004, 53.375799999999998)
6687	2	(-6.2779800000000003, 53.416499999999999) (-6.2779800000000003, 53.416499999999999)
5128	7	(-6.2579500000000001, 53.349699999999999) (-6.2577800000000003, 53.349200000000003) (-6.2577800000000003, 53.349200000000003) (-6.2557199999999993, 53.349299999999999) (-6.2556000000000003, 53.349200000000003) (-6.2556000000000003, 53.349200000000003) (-6.2556199999999995, 53.349200000000003)
2511	1	(-6.2912099999999995, 53.346800000000002)
3923	3	(-6.1364300000000007, 53.169600000000003) (-6.1364300000000007, 53.169600000000003) (-6.1364400000000003, 53.169699999999999)
3896	3	(-6.2742399999999998, 53.345599999999997) (-6.2708399999999997, 53.345700000000001) (-6.2919800000000006, 53.346600000000002)
6439	1	(-6.29312, 53.3553)
3444	2	(-6.2578300000000002, 53.347900000000003) (-6.2585600000000001, 53.347700000000003)
1711	1	(-6.2125399999999997, 53.274700000000003)
883	1	(-6.2503299999999999, 53.339300000000001)
654	1	(-6.2587299999999999, 53.345799999999997)
7464	3	(-6.2182199999999996, 53.305399999999999) (-6.2178500000000003, 53.305500000000002) (-6.2182199999999996, 53.305399999999999)
1634	1	(-6.2590699999999995, 53.346699999999998)
5842	1	(-6.2300000000000004, 53.354300000000002)
356	4	(-6.2422199999999997, 53.427799999999998) (-6.2414199999999997, 53.427599999999998) (-6.2422000000000004, 53.427799999999998) (-6.2420599999999995, 53.428000000000004)
5356	7	(-6.2504999999999997, 53.339300000000001) (-6.2505300000000004, 53.339300000000001) (-6.2505300000000004, 53.339300000000001) (-6.2504800000000005, 53.339300000000001) (-6.25047, 53.339300000000001) (-6.25047, 53.339300000000001) (-6.25047, 53.339300000000001)
650	1	(-6.3211000000000004, 53.299500000000002)
991	9	(-6.3765099999999997, 53.286999999999999) (-6.3782899999999998, 53.288600000000002) (-6.3802500000000002, 53.290399999999998) (-6.3834200000000001, 53.292700000000004) (-6.3834200000000001, 53.292700000000004) (-6.3723999999999998, 53.285600000000002) (-6.3723999999999998, 53.285600000000002) (-6.3723999999999998, 53.285600000000002) (-6.3932500000000001, 53.320599999999999)
2940	1	(-6.2555500000000004, 53.348199999999999)
4996	3	(-6.21807, 53.305500000000002) (-6.2180800000000005, 53.305500000000002) (-6.2180800000000005, 53.305500000000002)
306	1	(-6.2555699999999996, 53.348799999999997)
1313	3	(-6.2179099999999998, 53.305500000000002) (-6.2180499999999999, 53.305500000000002) (-6.2180499999999999, 53.305500000000002)
2584	1	(-6.2648299999999999, 53.417400000000001)
3690	5	(-6.3749500000000001, 53.332500000000003) (-6.3749500000000001, 53.332500000000003) (-6.3749500000000001, 53.332500000000003) (-6.3749500000000001, 53.332500000000003) (-6.3749500000000001, 53.332500000000003)
7424	6	(-6.2071699999999996, 53.302700000000002) (-6.2071699999999996, 53.302700000000002) (-6.2049000000000003, 53.299300000000002) (-6.2039, 53.297199999999997) (-6.2039, 53.297199999999997) (-6.2039, 53.297199999999997)
5969	4	(-6.25779, 53.3491) (-6.25779, 53.3491) (-6.25779, 53.3491) (-6.2576300000000007, 53.3491)
1983	3	(-6.2532800000000002, 53.349499999999999) (-6.2506300000000001, 53.350499999999997) (-6.2580599999999995, 53.349800000000002)
1916	1	(-6.1549300000000002, 53.2881)
2912	2	(-6.2189300000000003, 53.305100000000003) (-6.2189300000000003, 53.305100000000003)
